epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,9432.34,0.98586,0.83166,0.0123,0.08132,0.29943,0.14703,0.13308,0.07994,1.41786,2.03399,0.01406,0.09742,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,9508.66,0.98039,0.82587,0.01237,0.08219,0.29737,0.14568,0.13116,0.07808,1.4277,2.04393,0.01411,0.0975,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,9585.38,0.98202,0.82449,0.01215,0.08364,0.29939,0.14608,0.13166,0.07838,1.42621,2.04572,0.0141,0.09738,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,9662.25,0.98551,0.83158,0.01243,0.08232,0.30213,0.14477,0.1326,0.07936,1.42166,2.04345,0.01412,0.09738,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,9739.35,0.98076,0.81669,0.01242,0.08236,0.30126,0.14627,0.13331,0.08008,1.41791,2.04127,0.01414,0.09737,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,9816.49,0.97876,0.82317,0.01273,0.08165,0.30002,0.14644,0.13228,0.07911,1.42433,2.04833,0.01417,0.09753,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,9893.38,0.9832,0.82167,0.01279,0.08245,0.30204,0.14548,0.13256,0.07946,1.42282,2.04633,0.01419,0.09742,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,9970.4,0.97194,0.81431,0.01286,0.08039,0.30008,0.14325,0.13061,0.0778,1.43222,2.05643,0.01421,0.09739,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,10048.5,0.97202,0.81213,0.01257,0.08297,0.30076,0.1457,0.13155,0.07869,1.42721,2.05226,0.0142,0.09735,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,10125.2,0.97189,0.80514,0.01212,0.08389,0.29844,0.14309,0.12967,0.07702,1.43605,2.06128,0.01421,0.0973,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
