epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,7089.8,0.64562,0.43456,0.02112,0.01874,0.72292,0.64897,0.7094,0.45513,1.0247,0.70439,0.02469,0.00853,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,7154.33,0.64924,0.43204,0.02048,0.01943,0.75335,0.63787,0.71807,0.45367,1.02347,0.69835,0.02456,0.00838,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,7217.37,0.64562,0.42801,0.02045,0.01884,0.75687,0.6244,0.70421,0.44739,1.04068,0.71272,0.0244,0.0085,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,7272.53,0.6486,0.42902,0.02025,0.01859,0.77673,0.60433,0.69985,0.44873,1.02638,0.70992,0.02422,0.00828,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,7327.38,0.6472,0.42809,0.02,0.01925,0.78571,0.597,0.68656,0.44057,1.04201,0.72339,0.02401,0.00852,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,7382.9,0.64391,0.42813,0.02037,0.01808,0.77925,0.6032,0.69321,0.44158,1.04219,0.72516,0.0238,0.00842,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,7437.71,0.63887,0.42152,0.02,0.01878,0.77097,0.60898,0.69207,0.44185,1.047,0.73346,0.02357,0.0086,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,7493.23,0.63793,0.42426,0.02044,0.01834,0.7618,0.60714,0.68605,0.44157,1.05138,0.73428,0.02357,0.00843,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,7548.51,0.63302,0.42429,0.02054,0.01811,0.77888,0.5939,0.68827,0.43507,1.07972,0.75607,0.02369,0.0089,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,7603.57,0.64228,0.43,0.02037,0.01943,0.73762,0.61835,0.6878,0.43752,1.0734,0.75312,0.02386,0.0087,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,7658.18,0.63482,0.41834,0.02064,0.01837,0.73888,0.61225,0.68927,0.43713,1.06977,0.75127,0.02403,0.00875,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,7712.92,0.63324,0.40808,0.02146,0.01852,0.73217,0.60478,0.68727,0.42991,1.08999,0.76793,0.02442,0.00904,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,7767.78,0.63707,0.41753,0.0215,0.01876,0.73495,0.62492,0.6965,0.43795,1.06604,0.74788,0.02464,0.00874,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,7822.03,0.58313,0.32661,0.02447,0.01259,0.69424,0.52405,0.58754,0.32561,1.39662,1.19349,0.02533,0.01335,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,7871.1,0.5541,0.29858,0.02385,0.01276,0.74322,0.39692,0.50162,0.2509,1.6661,1.61786,0.02578,0.01752,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,7914.38,0.54849,0.29355,0.02386,0.01139,0.75564,0.34879,0.45123,0.21655,1.80533,1.82362,0.02609,0.01985,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,7955.76,0.54741,0.29125,0.02367,0.01187,0.76572,0.34031,0.44692,0.21457,1.83816,1.8839,0.02617,0.02037,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,7997.75,0.54124,0.28513,0.02416,0.01227,0.755,0.34395,0.44618,0.21486,1.8589,1.91738,0.02626,0.02082,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,8042.91,0.53902,0.28798,0.02474,0.01149,0.70066,0.36702,0.47064,0.2329,1.80734,1.86459,0.02625,0.01991,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,8092.67,0.53408,0.29134,0.02459,0.01099,0.71322,0.37056,0.48236,0.24279,1.78777,1.85135,0.02624,0.0195,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,8142.22,0.52869,0.27425,0.02383,0.01074,0.67714,0.39673,0.50599,0.26262,1.71959,1.77033,0.02614,0.01869,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,8191.69,0.531,0.28619,0.02324,0.01189,0.75265,0.39579,0.53008,0.27728,1.67635,1.71424,0.02606,0.01829,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,8241.88,0.53633,0.28824,0.02387,0.01101,0.65645,0.43533,0.54248,0.28725,1.65135,1.68043,0.02605,0.01785,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
